Function,Gradient,Iterations,Time
1.2175605824388196,9.243062725492855,22.0,0.0280399322509765
3.901810242088751,9.204854906038712,9.0,0.0150942802429199
0.0463933475296629,3.299293347310299,33.0,0.0466461181640625
0.2965200639494604,5.886278963503739,7.0,0.0103230476379394
7.881641747028601,2.851313440069419,24.0,0.0374433994293212
4.722057735977346,6.035290909111786,29.0,0.0461201667785644
1.0782775309843595,23.094369461790368,27.0,0.0434329509735107
6.240982188431694,15.452733560713096,15.0,0.0222861766815185
0.0695532269314007,3.6506134621594057,24.0,0.0347216129302978
1.6182696615471102,11.02831464708255,13.0,0.0194377899169921
1.105146805977513,17.15227157227276,26.0,0.0424721240997314
10.34380957684731,18.791259243027927,16.0,0.0228114128112792
0.0180162353687797,1.222560634087705,21.0,0.0312435626983642
4.109211154752779,9.857968242190124,31.0,0.0461997985839843
3.1524103437677686,10.924803426611552,4.0,0.0057425498962402
0.1985014137044709,0.9830589892571736,16.0,0.0275335311889648
2.819960736742852,15.294780006426455,24.0,0.0353717803955078
9.7266545460827,19.351025779833684,12.0,0.0173642635345459
0.6227958605548094,14.9471738570321,28.0,0.0504636764526367
6.080199375084123,10.665528539072382,4.0,0.007899522781372
3.989979208994992,24.86506506242565,29.0,0.0438024997711181
1.198055601587802,5.2850618191555565,15.0,0.0227358341217041
0.0154644152019903,0.3912548194456633,13.0,0.0230674743652343
0.3689609276717284,10.871507153095482,26.0,0.0460541248321533
3.860845588244215,2.819930567297865,23.0,0.0371768474578857
0.1813685637844026,15.998599856544269,8.0,0.0124621391296386
0.6450696266832754,3.6112215154553033,14.0,0.0247538089752197
1.2481940692608111,9.286900936617515,14.0,0.0206360816955566
2.685283171557341,17.838692052321246,17.0,0.0232961177825927
0.3517877658610793,1.5234761968996764,30.0,0.0447373390197753
